Gene,pval_adj_Single_cell,log2FoldChange,padj,Chromosome Position,Total_Mutations
TVP23C,0.000580121,-0.217602511,0.041548575,17p12,3
WHRN,0.000583849,0.460663944,8.29699147561739e-05,9q32,4
DPF3,0.000589076,0.777822853,1.16800378677321e-07,14q24.2,1
ZNF436,0.000592264,-0.584970933,8.332074299548651e-15,1p36.12,4
BFSP1,0.000595766,0.870242095,1.91019179116095e-16,20p12.1,5
MAGEE1,0.000602641,-0.262524515,0.00337016,Xq13.3,8
DNMBP,0.000607282,-1.203679613,2.04931691485586e-34,10q24.2,12
ATP13A4,0.000609606,-1.138046886,2.10617177459782e-05,3q29,12
CCSER1,0.000618909,-0.754042134,8.90709842893125e-10,4q22.1,4
ZNF383,0.000628029,-0.364478544,2.27183514983182e-06,19q13.12,3
TIGD6,0.000637643,-0.475933444,1.46509167512048e-16,5q32,2
SCAF1,0.000639854,0.762477057,1.0699088759726e-22,19q13.33,5
APBB1,0.000645477,-0.822628,1.13484630099067e-16,11p15.4,3
FZD5,0.000645576,-0.342895543,0.010286457,2q33.3,4
PRKD1,0.00064794,-1.561002333,1.5627268411193202e-54,14q12,9
ZNF266,0.00065173,-0.155936262,0.035156393,19p13.2,4
ZNF367,0.00066091,2.189772295,8.22949638472361e-98,9q22.32|9q22.32,3
TENM4,0.000664696,-0.420036669,0.012836995,11q14.1,17
GPR82,0.0006707,0.999530609,5.40309153408767e-09,Xp11.4,2
AARS2,0.00067677,0.735169625,4.6257861657744685e-28,6p21.1,5
ETFBKMT,0.000679865,-0.951520034,3.00109805509103e-45,12p11.21,1
CCDC22,0.000691342,0.322113027,8.40201442438212e-07,Xp11.23,5
ISM1,0.000695446,-2.000755224,1.70024794123292e-32,20p12.1,2
S100A3,0.000700159,1.211137714,7.04413413612752e-12,,1
RAD54B,0.000703023,2.536939415,3.4492854690377e-159,8q22.1,20
RFESD,0.000714236,-0.258281772,0.001441939,5q15,1
KCND2,0.000721077,-1.349464993,4.2571665994977096e-18,7q31.31,11
TAF5,0.000721533,0.829374198,8.64005665544192e-33,10q24.33,7
HOXA3,0.000729577,-0.760179062,3.48839393143324e-06,7p15.2,2
PIGG,0.000732272,-0.276116549,1.52639706755426e-06,4p16.3,7
TMEM201,0.000736607,1.00726959,3.7234537371982e-37,1p36.22,1
MINDY1,0.000746414,-0.425543511,1.40130700567508e-07,1q21.3,6
RIMS3,0.000750553,-0.45575767,0.000564209,1p34.2,3
ZER1,0.000756911,-0.540301084,2.6029139481248003e-25,9q34.11,2
ADAM33,0.000758123,-3.286963281,3.24447012695379e-71,20p13,4
TNFRSF11A,0.000759419,0.427087747,0.005654718,18q21.33,4
ARHGEF11,0.000768608,0.748050987,2.48911853716101e-26,1q23.1,21
ZNF780B,0.000770332,-0.408830201,9.97162639516618e-06,19q13.2,9
COX4I2,0.000773266,-1.039378817,2.20761472667289e-10,20q11.21,2
ZNF528,0.000774154,-0.640013548,8.05345377696225e-09,19q13.41,9
ZNF169,0.000788283,-0.20155119,0.014620438,9q22.32,4
PRKN,0.000791355,-2.23445395,1.78987143638313e-74,6q26,5
RBAK,0.000791681,0.173934107,0.008147757,7p22.1,7
INMT,0.000793714,-3.155175728,9.321135236071771e-76,7p14.3,7
HOXB4,0.000793939,-0.823193545,3.00408984676055e-08,17q21.32,1
KLHDC8A,0.000811196,0.998148436,9.25798136227703e-07,1q32.1,1
SLC35G2,0.000827258,-1.992282812,1.58278202932597e-50,3q22.3,1
ZNF398,0.000850076,0.354544015,1.26634226966953e-10,7q36.1,3
ATP8B2,0.000852503,-0.646157915,1.40158110798216e-10,1q21.3,13
MCM8,0.000858581,0.977692966,2.58905973736028e-48,20p12.3,1
IGLV2-14,0.000872354,1.370029706,1.38800627397941e-07,22q11.22,2
FAR2,0.000881015,0.850534749,4.74360090057937e-08,12p11.22,5
ERBB4,0.000887213,-3.192326782,2.51819222863119e-39,2q34,16
BRINP1,0.000889513,-0.788887049,0.004188613,9q33.1,16
SLC24A3,0.000906963,-0.457218483,0.000325959,20p11.23,9
KCNIP1,0.000907912,-0.516092101,0.00439471,5q35.1,2
CLCN6,0.000921041,-1.126216806,2.6414433245816897e-69,1p36.22,7
PLEKHN1,0.000924036,1.645901506,6.64233168725273e-22,1p36.33,3
ST6GAL2,0.000924061,0.512959491,0.00538912,2q12.3,7
HGH1,0.000933923,1.808536387,5.638987126222599e-97,8q24.3,2
BTRC,0.000949193,-0.491439512,3.33016007644601e-17,10q24.32,9
PHRF1,0.000958277,0.329313595,1.70053287386757e-05,11p15.5,7
CD200R1,0.000958966,-0.605585129,8.14957752085886e-05,3q13.2,6
TPCN2,0.000964667,-0.213653935,0.001471087,11q13.3,4
DHDH,0.00096904,2.435044424,2.7519447284219803e-44,19q13.33,4
ZNF589,0.000972091,-0.32213228,3.92654951808503e-08,3p21.31,2
ATG2B,0.000974235,-0.977009703,2.50746692972638e-44,14q32.2,12
PANK4,0.000982079,0.284022308,0.000706637,1p36.32,7
ZNF695,0.0009876,4.584250996,1.4249783007089e-171,1q44,7
COL6A6,0.001008504,-3.525247099,7.46637091019422e-84,3q22.1,21
MIER3,0.001010127,-0.498873215,6.935284685447662e-14,5q11.2,1
TTC7B,0.001010345,-0.551185641,7.80701322081603e-08,14q32.11,9
SLC16A2,0.001022846,-1.31159775,5.8614430651391e-39,Xq13.2,7
ZNF417,0.00102338,-0.327952527,1.64452113940201e-05,19q13.43,5
TYRO3,0.001029561,-1.531094224,1.74535506835058e-23,15q15.1,6
RPTOR,0.001031315,0.233987977,0.000429968,17q25.3,12
ANGEL1,0.001045811,-0.266490047,1.41248614695871e-06,14q24.3,3
MAOA,0.001060221,-4.01553508,1.8490179390914695e-70,Xp11.3,1
GRIP1,0.001069821,0.829014633,3.89595169255126e-10,12q14.3,8
CCR4,0.001081547,2.005414084,9.1489099923666e-27,3p22.3,2
ZNF101,0.001084097,0.482687944,6.150827593816771e-09,19p13.11,5
ZBTB16,0.001111233,-4.714173723,1.37010659308586e-86,11q23.2,4
MCM9,0.001119104,0.26904858,0.000258917,6q22.31,1
PCDHB3,0.001140372,0.565856358,0.006166145,5q31.3,6
GDF15,0.001155427,0.720163925,0.001730672,19p13.11,2
ST6GALNAC3,0.001164866,-1.448123824,3.73501077983024e-25,1p31.1,4
CLGN,0.001202023,1.282774538,9.11177875846816e-08,4q31.1,2
SIAE,0.001211403,-0.9461822,1.09257605276254e-26,11q24.2,1
CFAP92,0.001216799,0.412759631,0.000956831,3q21.3,6
EBF3,0.001218182,-3.03470106,9.704423582819748e-80,10q26.3,5
SPRYD3,0.001225182,-0.627721204,3.5282514222632e-19,12q13.13,4
USP43,0.001232387,0.855895611,1.12353830640279e-07,17p13.1,4
COG8,0.001240828,-0.222041672,7.88243301897838e-06,16q22.1,4
CAPN15,0.00124175,1.298563592,3.25068519280224e-54,16p13.3,4
NCAM1,0.001245862,-0.546763144,0.007984017,11q23.2,11
ELAPOR2,0.00124738,-1.139132834,3.78841910360433e-17,7q21.12,11
LTA,0.001248367,2.628143434,1.46972257156806e-53,6p21.33,1
RANBP10,0.001263871,-0.188512725,1.46446439902694e-05,16q22.1,3
ANKRD6,0.00127263,-0.220481086,0.008418455,6q15,6
SCUBE2,0.001276679,-2.922078576,1.34809946399053e-41,11p15.4,7
PTGDR,0.001280168,-0.796332219,1.03769628967431e-08,14q22.1,6
FBXL13,0.001293729,1.623768219,1.9554612837159e-16,7q22.1,7
HELQ,0.001320194,-0.592882098,1.09007659146933e-36,4q21.23,6
SH2B2,0.001337734,1.502736427,9.13796580067523e-26,7q22.1,2
NCDN,0.001371524,0.933183767,8.38769231468576e-24,1p34.3,5
CHST7,0.001384417,-1.087482283,6.9323844443587e-27,Xp11.3,4
GPR137C,0.001388162,1.15331166,7.45349840479247e-22,14q22.1,1
FUT10,0.00138896,-0.461757168,2.42113331556366e-09,8p12,1
CHST13,0.001407213,0.630280151,0.001342163,3q21.3,2
PRKCE,0.001425189,-0.55136744,3.11410784132195e-12,2p21,11
SPINDOC,0.001430708,1.663137833,2.31539363444627e-93,11q13.1,6
NANP,0.001437405,0.734898159,1.7627942190600698e-30,20p11.21,1
GRIP2,0.001444525,-0.52234097,0.000286005,3p25.1,8
MAP4K2,0.001452537,0.698813676,1.71972352836207e-24,11q13.1,2
PITPNM1,0.001465561,0.833302175,2.8332730548068e-19,11q13.2,10
CLIP2,0.001468458,0.694025712,3.53369300346191e-14,7q11.23,7
HARBI1,0.001476629,0.802264969,3.5457405767555904e-47,11p11.2,1
MIR9-1HG,0.001476941,1.444137186,2.60977728143535e-12,1q22,1
GIPC2,0.001492007,-2.400628988,2.200269862311e-47,1p31.1,3
PPP1R16B,0.001499949,-1.355413502,4.12842590639807e-18,20q11.23,2
SCML2,0.001505701,1.658679724,7.85818189367066e-40,Xp22.13,7
RNF182,0.001509958,2.054231496,1.57821381730199e-21,6p23,7
TBX18,0.001510682,-0.86785546,3.56090801051456e-07,6q14.3,12
HAUS7,0.001518149,0.98077907,1.05987754802551e-13,Xq28,6
SCGB1D2,0.001518912,-3.65226296,1.32082291272211e-24,11q12.3,1
MTA2,0.001519832,0.824207921,1.98893490205586e-47,11q12.3,6
TUBGCP6,0.001525134,-0.396929235,9.70220454249809e-08,22q13.33,11
ACOXL,0.001530383,-0.366600547,0.001244451,2q13,4
ACADL,0.001548086,-2.198465136,1.2131878102228101e-15,2q34,4
KRT6C,0.001549454,2.234612034,1.00914150791176e-13,12q13.13,5
CEP112,0.001564242,-1.739874139,1.64009526818059e-64,17q24.1,8
MST1,0.001568489,-0.592737306,3.24932327754743e-07,3p21.31,1
LYPD6,0.001568612,-2.365220709,8.88640159999201e-34,2q23.2,1
IGKV1-5,0.001591869,2.323559272,2.25461755698206e-17,2p11.2,4
BAIAP2L2,0.001608221,2.665225689,1.2912592098185397e-55,22q13.1,1
LRG1,0.001610986,0.927657003,0.000417123,19p13.3,5
FCRL3,0.001611843,2.343614003,4.15720933662862e-24,1q23.1,12
MKRN3,0.001615243,4.234902573,3.18445889789663e-53,15q11.2,12
PRKAR1B,0.001615317,0.334809625,0.002706067,7p22.3,2
ZNF257,0.001634882,0.317655798,0.048750015,19p12,3
ESPL1,0.001641502,3.349615288,1.72781257619779e-151,12q13.13,17
PDE1B,0.001643571,-1.825276652,3.65512950106233e-31,12q13.2,3
FOXP2,0.001664957,-1.533293056,4.802617656099571e-15,7q31.1,4
TTC31,0.0016683,0.195469026,2.6294251420091e-05,2p13.1,2
ALG10,0.001676309,0.242476546,0.0099575,12p11.1,5
CFAP44,0.001677845,-0.615802462,2.06727444060007e-08,3q13.2,12
SCX,0.001680494,2.49421276,7.93101112651641e-39,8q24.3,1
CACTIN,0.001701857,0.54008067,2.0677275644936694e-11,19p13.3,5
FCSK,0.001703381,0.274796328,0.000282499,16q22.1,6
SIRT3,0.001704215,-0.750947213,5.2752295743217496e-30,11p15.5,2
TIRAP,0.001704566,-0.251602994,0.000271098,11q24.2,3
PIK3R6,0.001708579,0.973001237,8.67795694902732e-16,17p13.1,4
CCT6B,0.001713191,-0.505611355,1.37328020509521e-07,17q12,8
LRFN3,0.001728174,0.805251128,2.75148917915055e-27,19q13.12,1
SLC2A9,0.001734188,-0.243571393,0.045995818,4p16.1,6
PTPRR,0.001744319,0.975394722,8.64781372530915e-07,12q15,4
XKR8,0.001759562,0.363625724,2.7283977763254903e-09,1p35.3,1
IL17B,0.001766287,-0.93051876,0.000972383,5q32,4
MAPK8IP3,0.001782278,0.543460683,5.26787609870867e-08,16p13.3,6
RUFY4,0.001784985,3.082136642,1.69564334551953e-48,2q35,1
NEXMIF,0.001796573,0.62121913,0.001036995,Xq13.3,25
RAPGEF6,0.001805794,-0.217871012,0.000272547,5q31.1,19
CD99L2,0.001843479,-1.213879571,1.04248031247061e-29,Xq28,3
RNF123,0.001855071,-0.167974628,0.004917768,3p21.31,9
NAT8L,0.001872121,-2.626587739,7.67918981439506e-33,4p16.3,1
GPATCH3,0.001878329,0.246917089,0.000222044,1p36.11,4
C7,0.001881597,-2.082226698,7.548920052177621e-15,5p13.1,8
SPNS3,0.001899194,0.581436494,9.75386695922567e-05,17p13.2,4
UPK2,0.001916785,2.640663984,1.53501675938531e-41,11q23.3,1
FRY,0.001925121,-1.877689194,1.7214753240705e-74,13q13.1,15
ZNF786,0.001985851,0.575627802,8.92836104007092e-16,7q36.1,7
TAL1,0.002033076,-2.196109268,4.49879068562934e-62,1p33,1
ZNF615,0.002037255,-0.625750527,2.86546201733382e-16,19q13.41,5
ERICH5,0.002043757,1.288950982,1.6458721029882e-09,8q22.2,2
ZNF14,0.002050318,-0.356202231,6.78236512794587e-08,19p13.11,5
CDYL2,0.002064784,-0.641810584,5.18409089418106e-09,16q23.2,5
MYH7B,0.002095075,-1.023388079,2.57448317654709e-19,20q11.22,19
FMO5,0.002096245,-2.157688146,6.81071009205683e-48,1q21.1,5
CNTROB,0.002139035,0.316164988,1.52431031764381e-06,17p13.1,5
RCOR2,0.002145504,3.82958901,9.73364521118891e-128,11q13.1,5
KIF18B,0.002147093,4.647280534,1.19501404290415e-199,17q21.31,2
LIG4,0.002150696,-0.180242718,0.022289376,13q33.3,5
SLC10A7,0.002163641,-0.156812109,0.032065497,4q31.22,3
OSBP2,0.002214746,0.898243372,3.716603085869589e-16,22q12.2,5
HECTD2,0.002216184,-0.835637319,1.53810460378326e-25,10q23.32,6
TOX2,0.002220846,0.335579756,0.028678143,20q13.12,7
TBKBP1,0.002221518,-0.376797537,9.07673345835743e-05,17q21.32,4
RAB39A,0.002221545,1.361581003,4.589915128900361e-15,11q22.3,1
FBXO38,0.002247393,-0.596953779,2.32175040394807e-34,5q32,5
SLC43A1,0.002264561,-0.542939855,3.54904882251434e-05,11q12.1,10
PLAG1,0.002291354,0.718950929,0.00011147,8q12.1,1
ADAMTSL1,0.002309096,-1.277752104,7.106673555970141e-20,9p22.2-p22.1,18
SBF1,0.002315427,0.314315447,0.00022193,22q13.33,7
ASIC1,0.002328009,0.389133938,0.009032005,12q13.12,4
TTC4,0.002347694,0.237708152,0.001957221,1p32.3,5
RNF180,0.002349857,-1.688674729,9.38556949307904e-69,5q12.3,1
ITGA7,0.002361488,-3.517075441,7.39221566613272e-71,12q13.2,4
CPEB3,0.002377775,-1.297928802,3.64325350839979e-40,10q23.32,5
PALB2,0.002388533,0.527169663,9.29294096505189e-19,16p12.2,10
MAGI2,0.002406206,-1.302633931,1.95418440599929e-39,7q21.11,14
SLC9B1,0.002498806,-0.335653896,0.00099057,4q24,1
PIDD1,0.00250025,0.659691744,1.3878083512524799e-11,11p15.5,2
TRPC1,0.002502932,-1.242554791,4.89180392834553e-37,3q23,7
GPR3,0.002518363,1.186444806,1.02271579988885e-13,1p36.11,3
TMEM143,0.002520836,-0.671196449,7.64344626546708e-20,19q13.33,1
PTPN21,0.002549651,-1.381198438,5.33662795108322e-51,14q31.3,7
PPP2R2B,0.002556326,-1.256687966,1.0813126401306401e-17,5q32,4
DZIP1L,0.002575381,-0.54464292,6.85503360345308e-06,3q22.3,4
C14orf93,0.0025926,-0.167008814,0.004071685,14q11.2,6
WDR47,0.002614307,-0.173092313,0.022814915,1p13.3,7
UBASH3A,0.002662934,1.238344217,8.43479278365709e-16,21q22.3,7
GDPGP1,0.002665148,0.544758989,1.7074842030234898e-11,15q26.1,3
MLYCD,0.002672784,-1.050103823,5.0042887612106195e-34,16q23.3,4
PDE3A,0.002726974,-0.739282631,6.35747557921413e-05,12p12.2,16
CLIC5,0.002744171,-2.254845884,2.75321918988133e-71,6p21.1,3
RNF208,0.002904413,0.672019547,2.8494665084742e-06,9q34.3,1
DNMT3B,0.002921861,2.421397901,1.30036245514081e-107,20q11.21,4
XIRP1,0.002967503,4.236369303,3.18034730288311e-72,3p22.2,9
TRIM35,0.003034554,-0.307025012,3.82161219910143e-07,8p21.2,3
PRDM15,0.003048486,0.453285352,2.9804069942536404e-19,21q22.3,9
CAND2,0.003049642,0.460801409,0.00064366,3p25.2,6
TBCE,0.003082675,0.26387146,0.009993489,1q42.3,6
IRX6,0.003101879,-1.205840602,3.7182800847081e-07,16q12.2,1
TMEM145,0.003155649,2.333374982,2.87740016127443e-26,19q13.2,6
COL24A1,0.003156264,1.201992649,7.0331082326672704e-15,1p22.3,9
ABLIM3,0.003162215,-3.404836654,8.452901023425559e-114,5q32,5
TACR2,0.003188299,0.425642871,0.000245671,10q22.1,3
AMPH,0.003199446,-1.103685731,3.35917208645918e-08,7p14.1,8
AQP6,0.003232017,1.629543329,1.3729497210359498e-11,12q13.12,3
CCDC146,0.003239319,-0.651464455,8.70250410973866e-13,7q11.23,9
ZFPM2,0.003269761,-1.570629889,5.741760268464e-24,8q23.1,22
ALKBH8,0.003275467,-0.217426468,0.006708185,11q22.3,2
NAT1,0.003276404,-1.183564918,1.43565839974005e-10,8p22,2
ZNF208,0.003295751,-0.913001512,1.13551522616975e-05,19p12,20
ADAMTSL2,0.003297651,1.235479734,1.19182222638688e-20,9q34.2,5
KSR1,0.003308696,-0.447857627,3.64813269149052e-05,17q11.2,9
PIK3R4,0.003356957,-0.228077119,5.79979615378885e-05,3q22.1,8
ARHGAP33,0.003439444,1.050646997,2.45763935778935e-22,19q13.12,4
ZNF213,0.003477262,0.59942013,1.4209413079028501e-21,16p13.3,2
ANKAR,0.003479017,-0.849860334,4.82252667064175e-20,2q32.2,10
SLC4A3,0.003486112,0.576651291,4.3104991113452e-07,2q35,10
TNNT3,0.003520563,-3.159988782,4.45891669375577e-38,11p15.5,3
IL11,0.003555277,2.354077864,1.90305989802973e-34,19q13.42,2
CEACAM21,0.00362609,0.395867739,0.003431147,19q13.2,2
BCAS3,0.003628447,-0.485293727,3.6012182965717497e-12,17q23.2,6
PSKH1,0.003642733,-0.299615604,9.26070603312777e-07,16q22.1,1
CCDC150,0.003658763,2.328300934,2.44051478230931e-118,2q33.1,11
GRAMD1C,0.003686967,-1.309843115,3.4859090559694703e-19,3q13.31,4
DLG4,0.003725612,-0.464262875,1.47729839938258e-08,17p13.1,2
PANX2,0.003819745,2.863784119,3.87574049667672e-60,22q13.33,4
CLDN19,0.003894019,-4.337418047,2.7229535177307903e-61,1p34.2,1
ZNF300,0.003916122,0.328648761,0.023183467,5q33.1,7
FAXDC2,0.003946237,-2.817535583,1.9979061970502598e-124,5q33.2,1
HS3ST3A1,0.003973787,2.038458542,1.3245256231424e-50,17p12,3
SARM1,0.003977253,-0.752919984,1.90771925678631e-10,17q11.2,7
ZBTB26,0.004000136,-0.391094009,2.05539425381778e-07,9q33.2,3
B3GNT3,0.004045954,0.819199497,0.000271332,19p13.11,3
PTCD2,0.004056495,-0.799753657,5.89790257503655e-45,5q13.2,1
CCDC102A,0.004116333,0.436831327,1.54290623187801e-05,16q21,1
PCDHB13,0.004244066,-0.902113476,2.7924230117730004e-11,5q31.3,11
RFTN2,0.004272459,-1.314124009,1.60480722992159e-21,2q33.1,8
PGLYRP2,0.004333433,-2.099575188,4.33702212001584e-13,19p13.12,5
ZNF471,0.004342565,-1.063469489,1.18280715143028e-27,19q13.43,5
SHC2,0.004356089,-0.899759047,5.97008126100334e-10,19p13.3,4
VIPR1,0.00438022,-1.702947872,3.98504540637596e-36,3p22.1,1
NRG1,0.00445658,-1.389358045,7.21718969574784e-08,8p12,8
FAM13C,0.004465783,-2.475570236,6.19026917124089e-96,10q21.1,11
MTCL1,0.004532044,1.14500788,1.40608395862655e-13,18p11.22,8
SYCP2L,0.004545176,1.406864989,1.89645727549258e-13,6p24.2,10
YY2,0.004621428,0.428019469,1.97127293932988e-06,Xp22.12,4
IFT140,0.004630077,-0.232217043,0.004838058,16p13.3,11
IGHV3-74,0.00463412,0.54800974,0.030041273,14q32.33,3
USP44,0.004635171,-1.501858527,1.3995346154945e-20,12q22,4
BEND3,0.004684946,1.801022793,2.37232742364111e-90,6q21,8
CD207,0.004753009,2.240399228,5.43934449659043e-26,2p13.3,3
RAB3C,0.004777371,-2.380152829,5.776112783119179e-30,5q11.2,3
LAMC3,0.004832628,-1.018094853,1.31370572576205e-07,9q34.12,7
TMEM45B,0.004869507,-1.125350772,1.75848614142734e-06,11q24.3,1
ZNF746,0.004939936,0.541903199,1.92276692019698e-31,7q36.1,1
ZFP69B,0.004972371,1.571609723,3.36335912092253e-57,1p34.2,2
TSNARE1,0.00497873,0.509352477,1.95418241024862e-07,8q24.3,6
PAMR1,0.005007181,-3.882652599,4.11683956450893e-133,11p13,5
CAPS2,0.005008847,-1.275742726,1.36496607822203e-40,12q21.1-q21.2,3
BACH2,0.00502782,-0.769860165,7.95591017145202e-10,6q15,16
ADGRG3,0.005072077,-0.925741228,1.28594011893158e-07,16q21,6
RHCE,0.005108744,1.844902391,1.058334719992e-33,1p36.11,1
TEP1,0.005147667,-0.20977697,0.002043965,14q11.2,20
MAP1LC3B2,0.005151967,-0.255952019,0.000645833,12q24.22,2
DHRS9,0.005168808,-1.118617055,9.8268808939512e-07,2q31.1,4
USP21,0.005187838,0.93995073,4.69953249043335e-54,1q23.3,4
DUS2,0.005207049,0.707428119,1.3336047235907702e-25,16q22.1,3
DHX37,0.005229369,0.893265486,1.41943350267403e-33,12q24.31,5
UNC13B,0.005288059,-0.361069736,1.47997054524195e-05,9p13.3,12
TRPM8,0.005340671,4.595854636,2.01307417457001e-58,2q37.1,11
ZNF454,0.005381791,0.489217748,1.43715064790319e-05,5q35.3,8
ADRB1,0.005402836,-2.040841889,4.53833064851338e-19,10q25.3,1
ELAVL4,0.005461259,1.394648221,8.393353368988152e-14,1p33-p32.3,3
TRAPPC5,0.005511123,0.287219778,0.014551856,19p13.2,2
LYSMD1,0.005513809,0.89004346,9.87163137836833e-33,1q21.3,5
EBLN2,0.00554329,-0.783399731,2.02608141223153e-11,3p13,1
HDAC4,0.005587768,-0.467889861,8.75375892363935e-11,2q37.3,10
GIMAP5,0.005613579,-1.340309776,6.76550640946163e-18,7q36.1,5
ZNF304,0.005621766,-0.311757361,9.4122947066474e-06,19q13.43,3
VWA8,0.005632305,-0.890435577,6.92401059738707e-24,13q14.11,10
FAM72A,0.0056508,3.67775939,3.4092425031334e-165,1q32.1,4
GFI1,0.00565798,0.955699633,1.03392929135531e-12,1p22.1,1
MBOAT1,0.00572119,0.834957184,1.59829113801018e-10,6p22.3,3
TRIM23,0.005834298,-1.191482509,6.48992698543011e-70,5q12.3,8
ASPHD2,0.005836714,1.196078509,3.627880149408e-32,22q12.1,5
NUDT17,0.005853646,0.538829793,1.0252418617224e-07,1q21.1,5
BMF,0.005891492,1.235905698,5.52247192414394e-31,15q15.1,1
ANXA9,0.00589941,-0.479301651,0.000184604,1q21.3,3
ADCY9,0.005901311,-0.756722507,1.87053135863886e-19,16p13.3,15
CEP120,0.005948914,-1.064122352,9.38070403499169e-70,5q23.2,8
MMAA,0.005954551,-0.24760606,5.03738801591297e-05,4q31.21,5
ZBTB40,0.006008093,-0.390887713,2.25443007269739e-12,1p36.12,9
CD300LG,0.00612017,-6.06391692,2.81535604867664e-156,17q21.31,5
FAM83A,0.006149215,3.090046963,9.00369627932202e-27,8q24.13,7
CLEC16A,0.006281957,0.298049153,3.12908612676665e-05,16p13.13,10
SPAG5,0.006366572,3.282547447,8.76560958016831e-207,17q11.2,11
POC5,0.006386924,-0.26324372,1.35124484415991e-06,5q13.3,4
SRR,0.006393617,-0.295424141,0.000112089,17p13.3,1
IGHV1-69,0.006400017,2.212065119,1.35180414495571e-15,14q32.33,1
OR51E1,0.00640973,-0.996071408,7.94255155406533e-08,11p15.4,4
IGHV4-59,0.006509868,1.654700931,2.82153702348796e-10,14q32.33,1
PCDHGA6,0.006541245,-0.921440975,2.75797217018812e-23,5q31.3,11
ACSS3,0.006597622,-1.908307882,4.3446152238759886e-28,12q21.31,9
MCMDC2,0.006665098,0.615518059,8.375681173657071e-09,8q13.1,5
TENM2,0.00667078,-2.761666109,7.61203651866184e-39,5q34,22
ZBTB14,0.006717297,-0.292734894,2.60274567911748e-08,18p11.31,6
KIF21B,0.006772993,0.948389686,2.5451086606812e-18,1q32.1,14
TCEANC,0.006835228,-0.293122282,1.91462335178569e-06,Xp22.2,2
ZNF772,0.00684915,-0.248649345,0.031278135,19q13.43,5
CCL17,0.006881893,2.915384433,8.014600122913789e-43,16q21,1
SLC6A16,0.006945167,0.323511618,0.008801521,19q13.33,1
NAALADL1,0.007034449,-1.307377909,8.50720389712681e-45,11q13.1,6
BBS5,0.007071575,-0.389492351,2.52618802928678e-06,2q31.1,3
AIFM3,0.007116585,0.936913483,3.32437305609202e-13,22q11.21,2
SLC46A1,0.007152046,-1.093899794,2.68151757725047e-38,17q11.2,5
ADGRB1,0.007156226,0.765631479,0.001521483,8q24.3,9
ABCA7,0.007176414,0.293795542,0.004031353,19p13.3,10
FRS3,0.007253061,0.367364144,2.03609852123289e-05,6p21.1,3
BTLA,0.007312126,1.140313383,7.23683219454019e-10,3q13.2,1
HESX1,0.007360001,0.44198999,1.01452509626695e-06,3p14.3,1
MSX2,0.007431074,-1.139783159,1.31442256300973e-07,5q35.2,3
KCNK13,0.007512194,0.836480654,5.12668821914676e-08,14q32.11,5
NOX5,0.007526122,0.684091005,0.000250059,15q23,5
PPP1R3D,0.007532104,0.228215147,0.005795393,20q13.33,1
DOCK3,0.007585397,1.722873271,2.49209071037771e-24,3p21.2,16
SLC13A3,0.007630476,1.261974457,6.56899903971116e-19,20q13.12,9
CCDC68,0.007641601,-1.336214177,1.99902584600505e-11,18q21.2,3
BMP2,0.007687439,-0.650882513,0.001354739,20p12.3,3
SNAPC4,0.007804098,0.529792427,9.39647011506437e-12,9q34.3,3
SLC9A8,0.007982928,-0.191890314,0.000793338,20q13.13,12
