Gene,Chromosome Position,log2FoldChange,padj,Total_Mutations
RPL8,8q24.3,0.875916074,7.95599860193141e-17,2
CDKN2AIP,4q35.1,-0.46451269,7.96339980426246e-17,2
ASCC1,10q22.1,0.478136336,8.08821980912594e-17,2
BCL6B,17p13.1,-0.954226951,8.18481038535202e-17,2
SLC31A1,9q32,0.599263122,8.85192152046812e-17,2
CD3E,11q23.3,1.299032217,8.86098966321351e-17,2
BRSK1,19q13.42,1.154673246,1.02612483958522e-16,2
CFAP20,16q21,0.459784959,1.16634737984837e-16,2
DERA,12p12.3,0.662022962,1.21784108656631e-16,2
PROSER3,19q13.12,0.666388851,1.41421117528201e-16,2
TIGD6,5q32,-0.475933444,1.46509167512048e-16,2
ERI1,8p23.1,0.672859325,1.48670085687475e-16,2
QDPR,4p15.32,-0.746563298,1.5201782932986799e-16,2
FHL3,1p34.3,0.785068236,1.94834541509938e-16,2
ZNF660,3p21.31,-0.817299975,2.06178207943827e-16,2
ANGPTL7,1p36.22,-2.825960002,2.22968766634359e-16,2
NIT2,3q12.2,0.541176773,2.3678380729435597e-16,2
WDR92,,0.421874323,2.41732679479725e-16,2
PLLP,16q13,-0.947735875,2.48362761173065e-16,2
UBE2R2,9p13.3,0.471794947,3.30816973313624e-16,2
SBDS,7q11.21,-0.633400201,3.34709237326334e-16,2
DRG1,22q12.2,0.510565592,3.49471196814965e-16,2
SNX18,5q11.2,-0.618366401,3.5315559305689005e-16,2
ASB6,9q34.11,0.438955736,4.606448332038639e-16,2
CYGB,17q25.1,-1.204537213,5.09509476517253e-16,2
THAP4,2q37.3,0.535936222,5.11800683412791e-16,2
KLHL36,16q24.1,-0.505908301,5.24604433439112e-16,2
ZNHIT1,7q22.1,0.793476163,5.348057066348101e-16,2
MYBBP1A,17p13.2,0.629475868,5.69170248702825e-16,2
TGOLN2,2p11.2,-0.522222097,6.269113115622049e-16,2
FGFR3,4p16.3,1.777024137,6.31924697885557e-16,2
METTL24,6q21,-1.229868969,6.39331645327833e-16,2
TXNRD1,12q23.3,0.628288255,6.806537899707901e-16,2
CLIC2,Xq28,-0.983519167,7.461010794669939e-16,2
ZNF19,16q22.2,-0.674228048,7.49414910045826e-16,2
COX5B,2q11.2,0.935880015,8.10171078256763e-16,2
ACCS,11p11.2,-0.738927532,9.29409587626796e-16,2
MT1M,16q13,-1.462073957,9.69733361724696e-16,2
TGIF1,18p11.31,0.585642722,1.06952265303348e-15,2
AMN,14q32.32,1.743415232,1.1474461203202e-15,2
HUS1,7p12.3,0.469953971,1.25959948877779e-15,2
USP14,18p11.32,0.616395747,1.36054541722478e-15,2
DCLRE1A,10q25.3,0.574933802,1.4010496345903402e-15,2
SRP54,14q13.2,0.464541294,1.47613197200575e-15,2
VDAC1,5q31.1,0.603286267,1.5724926263992702e-15,2
LIPC,15q21.3,-1.136650205,1.6068016623442401e-15,2
MALSU1,7p15.3,0.633458144,1.6407561570811e-15,2
SMARCD2,17q23.3,0.513705969,1.6767955124423402e-15,2
LAMP5,20p12.2,1.550442624,1.7204889001927602e-15,2
UBE2L3,22q11.21,0.484474415,1.7384943518980401e-15,2
CENPB,20p13,0.634137393,1.78421776754039e-15,2
DLST,14q24.3,-0.481016571,1.8150257136260802e-15,2
RCAN3,1p36.11,0.709097966,1.84848790862787e-15,2
CXCR6,3p21.31,1.277699935,1.9234094069547302e-15,2
CD53,1p13.3,1.014442095,1.99725756752031e-15,2
NDOR1,9q34.3,0.591361213,2.3286008410759604e-15,2
C6orf47,6p21.33,0.524111422,2.3778663945944904e-15,2
SNAP23,15q15.1-q15.2,-0.469531407,2.4075081331776503e-15,2
SCN1B,19q13.11,-0.954507307,2.5042015255116904e-15,2
HOXA4,7p15.2,-1.354539674,2.7204780934118e-15,2
ZNF783,7q36.1,0.616835076,2.7621602453627303e-15,2
BLMH,17q11.2,0.600500567,3.0881201995325302e-15,2
DLK2,6p21.1,-1.112143654,3.564930330280031e-15,2
ISYNA1,19p13.11,0.992342285,3.64585957080117e-15,2
ZNF628,19q13.42,0.768797261,3.86842906811787e-15,2
TMEM241,18q11.2,0.677073916,4.02456164587571e-15,2
CCDC89,11q14.1,-0.924452689,4.727287117009861e-15,2
MPV17,2p23.3,0.520008889,5.29869403465227e-15,2
SLC52A3,20p13,0.976897681,5.38597458522443e-15,2
RAB40C,16p13.3,0.669758639,5.446580634062881e-15,2
GJB5,1p34.3,1.99421392,6.0071739523759404e-15,2
PLA2G2D,1p36.12,2.157614856,6.485070652941841e-15,2
CXCL1,4q13.3,1.800082036,7.03333404161261e-15,2
SEC22C,3p22.1,-0.419361033,7.138237429066981e-15,2
S1PR4,19p13.3,1.295949268,7.36604016651347e-15,2
SUCLG2,3p14.1,-0.577984638,7.54203128330809e-15,2
CCDC43,17q21.31,0.517718455,7.59908930465654e-15,2
TMA16,4q32.2,0.541982457,8.202451285915491e-15,2
COQ3,6q16.2,0.683293439,8.252015070822351e-15,2
PMVK,1q21.3,0.762909163,9.023208835229241e-15,2
CST3,20p11.21,-0.903247328,9.514794542126441e-15,2
ARHGEF38,4q24,-1.586718976,9.550833857659881e-15,2
AFG3L2,18p11.21,0.649415725,9.726828275847491e-15,2
PIAS1,15q23,-0.450472347,1.17507739379314e-14,2
NEURL1,10q24.33,1.878237496,1.21797644708205e-14,2
TAF13,1p13.3,0.618669909,1.27034095835182e-14,2
THEMIS2,1p35.3,0.98370824,1.2838797853852701e-14,2
IL18BP,11q13.4,0.811146246,1.3188218646978701e-14,2
DNAAF2,14q21.3,0.519775954,1.3439838334466e-14,2
WDR1,4p16.1,0.431384253,1.44319768521394e-14,2
TREML2,6p21.1,1.684928167,1.57574543629792e-14,2
IGLC2,22q11.22,1.817091783,1.914845212453e-14,2
PLPP7,9q34.13,-1.135943383,2.0864240329615702e-14,2
WHAMM,15q25.2,-0.467807879,2.1645289352907702e-14,2
NAA30,14q22.3,-0.472544414,2.29801118121216e-14,2
ADAM22,7q21.12,-1.08160219,2.31527637243898e-14,2
JAGN1,3p25.3,0.539150273,2.56343648462302e-14,2
NTF4,19q13.33,-1.944546113,2.57490065233014e-14,2
TGFB1,19q13.2,0.887339383,2.90984490253162e-14,2
STK19,,0.503980562,3.00893769171277e-14,2
SCAMP1,5q14.1,-0.48973138,3.13543830111105e-14,2
MLLT1,19p13.3,0.434655349,3.1527161402196503e-14,2
GPR63,6q16.1,1.200182144,3.37407926409086e-14,2
PSMD7,16q23.1,0.540920304,3.37464436838979e-14,2
CALHM5,6q22.1,-1.029675599,3.6091768119466103e-14,2
YPEL5,2p23.1,-0.447714476,4.1759925388729e-14,2
RAD9A,11q13.2,0.519440802,4.18676712990502e-14,2
GALC,14q31.3,-0.492083098,4.2194697771605704e-14,2
LRRC37A2,17q21.31-q21.32,-0.789740194,4.25507718034666e-14,2
RRP15,1q41,0.505730235,4.44568965876685e-14,2
TRIM16,17p12,0.683136058,4.47796508518854e-14,2
C19orf73,19q13.33,0.895802852,4.85997489643214e-14,2
TRAPPC1,17p13.1,0.492538578,4.8616798654353704e-14,2
DEXI,16p13.13,0.823398623,5.81681185470589e-14,2
RNF185,22q12.2,-0.346862862,6.0359105956461e-14,2
RBM45,2q31.2,0.249869998,6.07282557802793e-14,2
TBX1,22q11.21,1.457218862,7.13130959280529e-14,2
KLHL28,14q21.2,-0.608733558,7.525339764858991e-14,2
PITPNB,22q12.1,0.342936581,7.62756561416797e-14,2
PIP4P2,8q21.3,-0.78188768,7.68797401524862e-14,2
HLA-DQA2,6p21.32,1.616185181,8.250831336072041e-14,2
PRKCZ,1p36.33,0.977915022,8.34525184973828e-14,2
GNPNAT1,14q22.1,0.603402596,9.0465453292246e-14,2
MYL12B,18p11.31,0.511056373,9.2469731826931e-14,2
RGN,Xp11.3,-1.269581383,9.60805337689786e-14,2
ZNF219,14q11.2,-0.951339672,1.09997426207888e-13,2
NDUFB6,9p21.1,0.525500096,1.11610607115192e-13,2
PPM1M,3p21.2,-0.552413131,1.1228553556338899e-13,2
IPO11,5q12.1,-0.44657421,1.20332331487212e-13,2
LYSMD2,15q21.2,0.609273673,1.31310356220537e-13,2
SACM1L,3p21.31,-0.43686497,1.40096329029091e-13,2
SOD1,21q22.11,0.599455426,1.44479829148593e-13,2
C2,6p21.33,1.19895701,1.4535606238972e-13,2
ACAP3,1p36.33,0.68875082,1.64019276081915e-13,2
S1PR5,19p13.2,1.308805622,1.79901682948946e-13,2
HOXD4,2q31.1,-1.25366308,1.83580096268809e-13,2
DUS3L,19p13.3,0.74650295,1.86949458537359e-13,2
MBIP,14q13.3,-0.451634684,1.93136228670789e-13,2
EAF2,3q13.33,0.907381283,2.06032456128615e-13,2
CTTN,11q13.3,0.585334424,2.13176343939937e-13,2
RASD1,17p11.2,-1.415949321,2.16886216206109e-13,2
TAGLN,11q23.3,-1.089332033,2.33761495641421e-13,2
MOB1A,2p13.1,0.355077768,2.71807549040552e-13,2
ABHD8,19p13.11,0.706915809,2.94507652101465e-13,2
FAXC,6q16.2,1.074108794,3.2194518623895397e-13,2
ZNF699,19p13.2,-0.599203515,3.31552662127767e-13,2
AIFM3,22q11.21,0.936913483,3.32437305609202e-13,2
NDUFA6,22q13.2,0.621570793,3.52294145169585e-13,2
CCNY,10p11.21,0.429063596,3.52603075444274e-13,2
CD274,9p24.1,1.048862831,3.53631755649667e-13,2
ABHD3,18q11.2,0.648222457,3.59556662390076e-13,2
RASIP1,19q13.33,-0.959947785,4.28218603257284e-13,2
METTL7B,,1.607086993,4.40292811569803e-13,2
QKI,6q26,-0.688976482,4.57131481458028e-13,2
CREB3L1,11p11.2,1.022427991,4.775654570517739e-13,2
BECN1,17q21.31,-0.422299382,5.23696112655366e-13,2
LIN37,19q13.12,0.61380057,5.54079325080239e-13,2
TRIM68,11p15.4,-0.791187013,5.684537839922e-13,2
TESMIN,11q13.3,0.984569894,6.44527263274979e-13,2
PPP1R9B,17q21.33,0.537434798,7.32756145822579e-13,2
NXT2,Xq23,0.604888166,7.50212618919343e-13,2
SEMA3B,3p21.31,-1.251406754,7.527822629565829e-13,2
ANXA11,10q22.3,-0.54680699,8.97196691643318e-13,2
OBP2B,9q34.2,2.153987502,9.2823937486424e-13,2
EPS8L2,11p15.5,0.974018234,1.03162424724194e-12,2
DVL1,1p36.33,0.742979626,1.19645066344005e-12,2
PTK6,20q13.33,1.49022797,1.2028307244283599e-12,2
SCG2,2q36.1,1.550608572,1.25678448708747e-12,2
CYP1B1,2p22.2,1.286158262,1.4175304535825998e-12,2
GZMM,19p13.3,1.221932936,1.5184141131729598e-12,2
DDX54,12q24.13,0.552553194,1.5560765174507099e-12,2
RBM4B,11q13.2,0.360274256,1.5948652747473e-12,2
DIABLO,12q24.31,0.540655296,1.60511908314523e-12,2
DHFR2,3q11.2,-0.48063814,1.7583589802842099e-12,2
BATF3,1q32.3,0.846944592,1.82071822872303e-12,2
PSMG2,18p11.21,0.458630972,1.82882524934027e-12,2
LRRC55,11q12.1,1.338878782,1.86188987308844e-12,2
TMBIM1,2q35,-0.764175586,1.86550783351981e-12,2
NDUFA4L2,12q13.3,1.435171915,1.9542681032887098e-12,2
RORA,15q22.2,-0.78979209,2.0804404238002398e-12,2
ZNF883,9q32,1.088105964,2.29951020142403e-12,2
CCDC25,8p21.1,-0.436880238,2.92269997270619e-12,2
PPIE,1p34.2,0.374658049,3.1978661851729497e-12,2
IRF2BP2,1q42.3,0.462496475,3.6108715553334498e-12,2
RMC1,18q11.2,0.381522825,3.74856272260817e-12,2
ZNF385C,17q21.2,1.257151188,3.8232680048107295e-12,2
ZDHHC2,8p22,-0.893364849,3.97261401865921e-12,2
LAX1,1q32.1,1.307690288,4.515306644751299e-12,2
MSANTD2,11q24.2,-0.485908089,4.74702012778511e-12,2
GNGT2,17q21.32,0.755557103,4.75841982168431e-12,2
PSME3IP1,16q13,0.289636329,5.08379266546961e-12,2
PERP,6q23.3,0.814971763,5.10434146021277e-12,2
UGCG,9q31.3,-0.582355884,5.18674549231094e-12,2
SCGB2A2,11q12.3,-2.690206876,5.53409825240265e-12,2
PTPN1,20q13.13,0.397333425,5.99673125601714e-12,2
NOM1,7q36.3,0.380451227,6.55602262167887e-12,2
CCDC157,22q12.2,0.700435272,6.93190387469732e-12,2
EFEMP2,11q13.1,-0.757519886,7.13187996514567e-12,2
NFXL1,4p12,0.494013753,7.65400495946827e-12,2
NDUFA13,19p13.11,0.659759382,7.8328604580407e-12,2
MPZL1,1q24.2,0.520106372,7.94755103091479e-12,2
HS2ST1,1p22.3,0.390530903,8.80599501603499e-12,2
UBA52,19p13.11,0.560804403,8.875390108811329e-12,2
FBXW11,5q35.1,-0.403144206,9.4002619170611e-12,2
MPHOSPH6,16q23.3,0.65869153,9.70841312148644e-12,2
KHK,2p23.3,0.659480836,1.0184621426423198e-11,2
SLX4IP,20p12.2,0.503544707,1.0312458567133299e-11,2
SPATS2L,2q33.1,0.56565543,1.0366969279056899e-11,2
MKRN1,7q34,0.339151904,1.07627176053473e-11,2
SULT1A1,16p11.2,-0.877297606,1.1365454799058198e-11,2
RAP2C,Xq26.2,0.464268715,1.2403510245968198e-11,2
RAB22A,20q13.32,0.346390259,1.2521932668582898e-11,2
KEAP1,19p13.2,0.527638744,1.3196437367320899e-11,2
HHEX,10q23.33,-0.778920557,1.3308537079653599e-11,2
IQCC,1p35.2,0.599097641,1.3416960928797e-11,2
FAIM,3q22.3,0.504428366,1.34837738581471e-11,2
PIDD1,11p15.5,0.659691744,1.3878083512524799e-11,2
COPZ2,17q21.32,-1.101226542,1.4477816610967498e-11,2
BACE1,11q23.3,-0.463375882,1.5143661843327898e-11,2
EFCAB11,14q32.11,-0.505976275,1.5903839845693597e-11,2
TBC1D14,4p16.1,-0.641979367,1.70450491757118e-11,2
LPAR5,12p13.31,0.767426964,1.78087298020839e-11,2
RELA,11q13.1,0.303526819,1.8716317337596397e-11,2
MS4A7,11q12.2,-0.862072075,1.93316363460644e-11,2
HMCES,3q21.3,0.470086764,2.12469346335366e-11,2
SHISA3,4p13,-1.476317409,2.37889217614703e-11,2
ZNF490,19p13.2-p13.13,0.369821511,2.3816679208852e-11,2
PIPOX,17q11.2,0.889581527,2.4223400441238498e-11,2
PEX26,22q11.21,0.321591402,2.4501509297981497e-11,2
MFSD6L,17p13.1,1.483755884,2.5428440934002498e-11,2
DKK2,4q25,-1.004064069,2.5735027022500096e-11,2
NDRG3,20q11.23,0.397157718,2.6298725191538298e-11,2
ECHDC3,10p14,-0.924317855,2.6548251262391797e-11,2
RPL18A,19p13.11,0.713602868,2.7190174303772398e-11,2
GTF2E2,8p12,0.54168045,2.7193134182878798e-11,2
SLC27A2,15q21.2,-1.512012899,2.8837139005875096e-11,2
NXPE3,3q12.3,-0.598385727,3.2829582521961095e-11,2
FHIT,3p14.2,-0.608929346,3.64399722090728e-11,2
VEZF1,17q22,-0.521762396,3.9398662873759693e-11,2
CLDN4,7q11.23,1.129080546,4.1199021294600596e-11,2
ARFGAP3,22q13.2,0.454835037,4.641988522054079e-11,2
PPP1CB,2p23.2,0.468165388,4.64391190903839e-11,2
FZR1,19p13.3,0.49484924,4.8649954594292e-11,2
LENG8,19q13.42,-0.554857438,4.8787627997036e-11,2
CDKL2,4q21.1,-1.563124916,4.8875634839470794e-11,2
NRG2,5q31.2,-1.145255423,5.01936686762556e-11,2
CA5B,Xp22.2,-0.719878267,5.14363774594959e-11,2
EBPL,13q14.2,0.621209745,5.3970763845982496e-11,2
DHX33,17p13.2,0.472168455,5.4292554574628195e-11,2
ZFPM1,16q24.2,0.715792111,6.24805564221421e-11,2
PTOV1,19q13.33,0.499603186,7.006116900704269e-11,2
ASRGL1,11q12.3,0.831212475,7.418716851571259e-11,2
CA12,15q22.2,-1.372867151,8.2350374832451e-11,2
PTHLH,12p11.22,-1.628327764,9.12066989063255e-11,2
JUNB,19p13.13,-0.983409978,9.2843393763712e-11,2
PIM3,22q13.33,0.576508674,9.327888592643269e-11,2
SPPL2B,19p13.3,0.590026781,9.45347678310934e-11,2
HFE,6p22.2,-0.578490445,9.529916318151779e-11,2
IFT46,11q23.3,-0.522225298,9.64478511333697e-11,2
STK24,13q32.2,0.561995735,9.694543356776069e-11,2
HLCS,21q22.13,0.398660594,9.76056005379293e-11,2
DDB2,11p11.2,-0.43139196,1.02032840534602e-10,2
NFIC,19p13.3,-0.495235139,1.20906329198339e-10,2
DUT,15q21.1,0.429077878,1.2539255084082e-10,2
PBX2,6p21.32,0.38920789,1.3196686849805e-10,2
POLR1D,13q12.2,0.410708373,1.35126141968637e-10,2
NTPCR,1q42.2,0.432023858,1.40903352085996e-10,2
IGLV3-19,22q11.22,1.696264231,1.41549949179089e-10,2
ZNF774,15q26.1,-0.755988677,1.42818357661798e-10,2
NAT1,8p22,-1.183564918,1.43565839974005e-10,2
AAGAB,15q23,0.349902205,1.6170080161378902e-10,2
COPS2,15q21.1,-0.397057499,1.66207121628733e-10,2
SLC35A5,3q13.2,-0.382685989,1.66222875094975e-10,2
IMMP2L,7q31.1,-0.50750405,1.72072117194214e-10,2
RAB43,3q21.3,0.735990603,1.7220642241333e-10,2
NUDT22,11q13.1,0.632976539,1.76938878945443e-10,2
PCMT1,6q25.1,0.418880939,1.77324167688249e-10,2
TESPA1,12q13.2,0.969927939,1.7877549393592201e-10,2
MRPL32,7p14.1,0.41192522,1.82904865211704e-10,2
ZNF680,7q11.21,-0.544802397,1.95044730421258e-10,2
PSMA6,14q13.2,0.529900293,1.96471816211073e-10,2
GOLM1,9q21.33,0.637450611,1.9654681144757302e-10,2
SSBP4,19p13.11,0.685933768,2.0447737160644e-10,2
FBLN5,14q32.12,-1.004442028,2.10639066085015e-10,2
RPL15,3p24.2,-0.444588765,2.14583234495808e-10,2
COX4I2,20q11.21,-1.039378817,2.20761472667289e-10,2
RPUSD2,15q15.1,0.452007682,2.27643708706484e-10,2
MAK16,8p12,0.465957845,2.29406222241796e-10,2
SLC35E1,19p13.11,0.312584882,2.33886158838044e-10,2
UTP23,8q24.11,0.473441903,2.34418330473499e-10,2
SEC14L1,17q25.2-q25.3,-0.482596159,2.48274375653596e-10,2
RPA2,1p35.3,0.348256638,2.61097097047735e-10,2
TMIGD3,1p13.2,0.983137495,2.69908608747435e-10,2
SLC39A2,14q11.2,1.482486168,2.841796281653e-10,2
C5orf24,5q31.1,-0.407109797,3.18017950224738e-10,2
THAP11,16q22.1,0.343914612,3.28470458943934e-10,2
SHFL,19p13.2,0.575558373,3.43996930617616e-10,2
CEP170B,14q32.33,0.498061431,3.44761722004543e-10,2
LGALS3BP,17q25.3,0.839494791,3.48168949164796e-10,2
LRP10,14q11.2,-0.451954355,3.54796117087358e-10,2
TOE1,1p34.1,0.385601674,3.80583101031231e-10,2
MPP2,17q21.31,-0.930307368,3.91007194051906e-10,2
ZFAND2B,2q35,0.476567217,4.01327507096792e-10,2
ATP6V1E2,2p21|2p16-p12,0.488473888,4.41665562176589e-10,2
ALG8,11q14.1,0.540068562,4.49238593276034e-10,2
GHRL,3p25.3,0.926341159,4.55953816036453e-10,2
LPAR3,1p22.3,1.565303312,4.65744939638867e-10,2
B4GALT6,18q12.1,-0.702938826,4.82584046050483e-10,2
SESTD1,2q31.2,-0.661548531,5.91120187516048e-10,2
LCAT,16q22.1,-0.586638667,5.95539669788366e-10,2
MAP3K8,10p11.23,-0.771885985,6.7390686761001e-10,2
EIF3M,11p13,0.443264339,7.004481948237201e-10,2
CCDC130,,0.446591891,7.16992148676022e-10,2
GBGT1,9q34.2,0.703635535,7.16992148676022e-10,2
TSR2,Xp11.22,0.441915512,7.25471550619818e-10,2
CIB2,15q25.1,0.788501149,7.338880301053281e-10,2
SRA1,5q31.3,0.462683246,7.950168018544661e-10,2
RAB4A,1q42.13,0.402773582,8.11961416606545e-10,2
PNRC2,1p36.11,-0.295114223,8.66839632904662e-10,2
C1orf216,1p34.3,0.426091453,9.35982370079025e-10,2
DDRGK1,20p13,0.595045199,1.0005763334551302e-09,2
ZC3H10,12q13.2,-0.303307883,1.03471749688772e-09,2
REM2,14q11.2,0.784670219,1.0662611260989501e-09,2
LGALS2,22q13.1,0.938479587,1.1066961326103602e-09,2
CMBL,5p15.2,-0.994642692,1.12798581081044e-09,2
CTSZ,20q13.32,0.608967137,1.32578360407218e-09,2
ARHGDIB,12p12.3,0.675450267,1.3583276141538102e-09,2
TBCA,5q14.1,0.394615047,1.3940973590934202e-09,2
NPL,1q25.3,0.731808015,1.40935475455786e-09,2
SUGT1P4-STRA6LP,9q22.33,-0.60461534,1.49488930517968e-09,2
ENO3,17p13.2,0.663669103,1.5110859761062901e-09,2
NAGPA,16p13.3,0.468836522,1.5964888250100901e-09,2
SCLY,2q37.3,0.455589082,1.63140614436867e-09,2
EIF2AK2,2p22.2,0.527853375,1.6405236252638702e-09,2
ERICH5,8q22.2,1.288950982,1.6458721029882e-09,2
TSPAN11,12p11.21,-0.858158887,1.8083505407427602e-09,2
POLR3F,20p11.23,0.328882818,1.89467756007329e-09,2
LDLRAD3,11p13,0.648570205,2.0187761571438e-09,2
FAM167B,1p35.2,0.684994249,2.12554423802929e-09,2
NPRL3,16p13.3,0.390093976,2.4998696626137403e-09,2
FCRLB,1q23.3,0.828869793,2.5840367065272403e-09,2
PCYT2,17q25.3,0.630360673,2.6472024045413403e-09,2
FPR2,19q13.41,1.325320323,2.6559104655574603e-09,2
HLA-DMB,6p21.32,0.744611912,2.75576772404337e-09,2
ST6GALNAC5,1p31.1,1.181669894,3.4025454738922904e-09,2
DUSP4,8p12,-1.007081052,3.9278088442510906e-09,2
SLC14A1,18q12.3,-1.229633569,3.9682247258273606e-09,2
TMOD2,15q21.2,-0.561841622,4.2358405309146e-09,2
SYT7,11q12.2,0.794210531,4.2360464760871405e-09,2
AHCYL1,1p13.3,-0.349881031,4.45709107596945e-09,2
RELL1,4p14,-0.560841129,4.8907291458968105e-09,2
GPR82,Xp11.4,0.999530609,5.40309153408767e-09,2
DPH6,15q14,-0.365004262,5.57164955341235e-09,2
DHRS7B,17p11.2,-0.419031274,5.58744558591147e-09,2
PDGFC,4q32.1,-0.699131407,5.682219759247081e-09,2
BUD13,11q23.3,0.317813996,5.81766170715036e-09,2
TMEM184B,22q13.1,0.385086162,5.913800715630541e-09,2
MKLN1,7q32.3,-0.457448516,6.21092780680207e-09,2
SHISA5,3p21.31,0.471879914,6.2529777831404e-09,2
VAT1L,16q23.1,-1.060413363,6.646760750574621e-09,2
SPN,16p11.2,0.787849131,8.196363999161531e-09,2
CCNL1,3q25.31,-0.429133273,8.64797948675091e-09,2
RIMKLA,1p34.2,0.994912421,8.68312345097304e-09,2
MAGT1,Xq21.1,0.363587513,9.15625049170805e-09,2
CYYR1,21q21.3,-0.809685873,9.342769092011361e-09,2
NOSIP,19q13.33,0.540032345,1.01252547083516e-08,2
HTRA4,8p11.22,1.225655585,1.09079999037615e-08,2
NCBP3,17p13.2,-0.267061442,1.11223761174791e-08,2
GDF5,20q11.22,1.156194341,1.13063750177866e-08,2
ABI3,17q21.32,0.670854667,1.31120315553442e-08,2
AKAP7,6q23.2,-0.482138107,1.33803479320258e-08,2
ZNF362,1p35.1,0.335253775,1.47725645158355e-08,2
DLG4,17p13.1,-0.464262875,1.47729839938258e-08,2
SOCS5,2p21,-0.402238337,1.60598231803498e-08,2
ATP6V0E2,7q36.1,0.653594845,1.65982857161315e-08,2
C11orf54,11q21,-0.398417387,1.99006431424053e-08,2
CNOT8,5q33.2,-0.269698035,2.04541707711312e-08,2
JPH4,14q11.2,-0.964117585,2.06727444060007e-08,2
MYL5,4p16.3,-0.557194178,2.10497618576225e-08,2
GJC1,17q21.31,0.81210573,2.10554134669137e-08,2
ZNF596,8p23.3,-0.58357691,2.18344451226456e-08,2
KCTD6,3p14.3,-0.420477544,2.21611918611979e-08,2
CCNJL,5q33.3,0.788532782,2.40488317827482e-08,2
EAF1,3p25.1,0.336814654,2.46953123622188e-08,2
TMEM267,5p12,0.432407459,2.61966328725719e-08,2
IP6K1,3p21.31,-0.24152651,2.70740031620458e-08,2
LRCH4,7q22.1,0.359321376,2.82871274971973e-08,2
IGHV3-66,14q32.33,1.448994329,2.83975226685672e-08,2
MEAF6,1p34.3,0.322110508,2.91497321369032e-08,2
TPRG1L,1p36.32,-0.399715262,2.96275548465654e-08,2
BAIAP2,17q25.3,0.565211437,3.0180080503581e-08,2
PRKACB,1p31.1,-0.420556073,3.03928170097872e-08,2
NUP35,2q32.1,0.375728301,3.07204970631309e-08,2
FBLN7,2q13-q14.1,-0.730048088,3.26945904987132e-08,2
RPL9,4p14,-0.500680838,3.88871431658949e-08,2
ZNF589,3p21.31,-0.32213228,3.92654951808503e-08,2
MTERF1,7q21.2,0.349874212,4.0344567612039e-08,2
MAP2K7,19p13.2,0.356147572,4.04100205145211e-08,2
EEF1AKMT3,12q14.1,-0.368935374,4.10188685790015e-08,2
C12orf45,,0.385812797,4.15595553499914e-08,2
DNAJC21,5p13.2,0.324433499,4.1628257230279e-08,2
NECAP2,1p36.13,0.318864833,4.18680482649583e-08,2
C11orf45,,0.578966701,4.25837645276844e-08,2
OVOL1,11q13.1,0.999966715,4.37321145773621e-08,2
CLECL1,,0.85646462,4.52739525981274e-08,2
DHRS3,1p36.21,-0.703434518,4.7680985989751e-08,2
C1orf226,1q23.3,-0.772070253,5.01671860364548e-08,2
MPC2,1q24.2,0.501120071,5.43116766740475e-08,2
ZNF221,19q13.31,-0.664087455,5.85454664765919e-08,2
ZFAND5,9q21.13,-0.498286459,5.93707372281497e-08,2
IGLV1-40,22q11.22,1.335689647,5.93719289913181e-08,2
SLC22A23,6p25.2,-0.619224926,6.81257024516703e-08,2
RFTN1,3p24.3,-0.741193141,7.12170474495631e-08,2
NOCT,4q31.1,0.658920016,7.20357287724018e-08,2
DCTN6,8p12,-0.388868376,7.29939840869478e-08,2
PSME1,14q12,0.440628674,8.28582076903392e-08,2
CBY1,22q13.1,0.405759336,8.55535623444108e-08,2
ARHGEF3,3p14.3,-0.398107969,8.60770149314278e-08,2
ETFRF1,12p12.1,-0.460132287,8.69880076696803e-08,2
CLGN,4q31.1,1.282774538,9.11177875846816e-08,2
SDSL,12q24.13,0.658647644,9.19999312698703e-08,2
CDIP1,16p13.3,-0.382659198,9.23585644736296e-08,2
B3GALT2,1q31.2,-0.796812549,1.05541923680772e-07,2
WDR27,6q27,-0.506623041,1.06985622891831e-07,2
TMEM50B,21q22.11,-0.354565543,1.09343232004753e-07,2
BLOC1S2,10q24.31,0.326623954,1.13474042196853e-07,2
CXorf56,,0.289366206,1.18329276185118e-07,2
ETV3,1q23.1,0.438107614,1.22753929089751e-07,2
NPTX1,17q25.3,-1.319208273,1.28571847725122e-07,2
CA6,1p36.23,1.833826537,1.32917121382118e-07,2
IGLV2-14,22q11.22,1.370029706,1.38800627397941e-07,2
GPBP1L1,1p34.1,0.236480115,1.40207276558109e-07,2
DBNL,7p13,0.365517349,1.41556275275855e-07,2
MAPK7,17p11.2,0.307219516,1.41748745045241e-07,2
UQCRB,8q22.1,0.455045772,1.42723534346376e-07,2
TWF2,3p21.2,0.594498315,1.47149628115048e-07,2
VDR,12q13.11,0.657451936,1.52249365614563e-07,2
MED6,14q24.2,0.266483781,1.52303030850299e-07,2
CABCOCO1,10q21.2,-1.030116514,1.54127824114044e-07,2
TANK,2q24.2,-0.43032662,1.59737617513179e-07,2
TTLL9,20q11.21,-0.742780944,1.67577222904772e-07,2
FAM8A1,6p22.3,-0.393732109,1.70268010524767e-07,2
OTUD3,1p36.13,-0.41695049,1.77796219910968e-07,2
GNLY,2p11.2,0.887391053,1.82347144681243e-07,2
